sensor_model,measure_unit,device,location,data_type,data,created_at
Shelly EM,kWh,Disjuntor Geral 2416,Quadro de Energia,Consumo de Energia,1.02078,2025-05-28 20:38:40.276062
Shelly EM,kWh,Disjuntor Geral 0893,Quadro de Energia,Consumo de Energia,0.9999,2025-05-28 20:39:40.276062
Shelly EM,kWh,Disjuntor Geral 5119,Quadro de Energia,Consumo de Energia,0.95323,2025-05-28 20:40:40.276062
Shelly EM,kWh,Disjuntor Geral 6183,Quadro de Energia,Consumo de Energia,0.99235,2025-05-28 20:41:40.276062
Shelly EM,kWh,Disjuntor Geral 6350,Quadro de Energia,Consumo de Energia,0.9949,2025-05-28 20:42:40.276062
Shelly EM,kWh,Disjuntor Geral 0977,Quadro de Energia,Consumo de Energia,0.97598,2025-05-28 20:43:40.276062
Shelly EM,kWh,Disjuntor Geral 6337,Quadro de Energia,Consumo de Energia,1.04011,2025-05-28 20:44:40.276062
Shelly EM,kWh,Disjuntor Geral 0574,Quadro de Energia,Consumo de Energia,0.99704,2025-05-28 20:45:40.276062
Shelly EM,kWh,Disjuntor Geral 9376,Quadro de Energia,Consumo de Energia,1.03813,2025-05-28 20:46:40.276062
Shelly EM,kWh,Disjuntor Geral 6020,Quadro de Energia,Consumo de Energia,0.96886,2025-05-28 20:47:40.276062
Shelly EM,kWh,Disjuntor Geral 0961,Quadro de Energia,Consumo de Energia,1.00553,2025-05-28 20:48:40.276062
Shelly EM,kWh,Disjuntor Geral 0129,Quadro de Energia,Consumo de Energia,1.06437,2025-05-28 20:49:40.276062
Shelly EM,kWh,Disjuntor Geral 0283,Quadro de Energia,Consumo de Energia,1.03402,2025-05-28 20:50:40.276062
Shelly EM,kWh,Disjuntor Geral 6440,Quadro de Energia,Consumo de Energia,1.02495,2025-05-28 20:51:40.276062
Shelly EM,kWh,Disjuntor Geral 3844,Quadro de Energia,Consumo de Energia,0.98873,2025-05-28 20:52:40.276062
Shelly EM,kWh,Disjuntor Geral 5956,Quadro de Energia,Consumo de Energia,0.97477,2025-05-28 20:53:40.276062
Shelly EM,kWh,Disjuntor Geral 8098,Quadro de Energia,Consumo de Energia,1.07738,2025-05-28 20:54:40.276062
Shelly EM,kWh,Disjuntor Geral 7241,Quadro de Energia,Consumo de Energia,0.93985,2025-05-28 20:55:40.276062
Shelly EM,kWh,Disjuntor Geral 2811,Quadro de Energia,Consumo de Energia,0.96939,2025-05-28 20:56:40.276062
Shelly EM,kWh,Disjuntor Geral 1491,Quadro de Energia,Consumo de Energia,0.96889,2025-05-28 20:57:40.276062
Shelly EM,kWh,Disjuntor Geral 4959,Quadro de Energia,Consumo de Energia,0.95245,2025-05-28 20:58:40.276062
Shelly EM,kWh,Disjuntor Geral 6228,Quadro de Energia,Consumo de Energia,0.91264,2025-05-28 20:59:40.276062
Shelly EM,kWh,Disjuntor Geral 2660,Quadro de Energia,Consumo de Energia,0.97394,2025-05-28 21:00:40.276062
Shelly EM,kWh,Disjuntor Geral 5163,Quadro de Energia,Consumo de Energia,1.00666,2025-05-28 21:01:40.276062
Shelly EM,kWh,Disjuntor Geral 7316,Quadro de Energia,Consumo de Energia,1.04655,2025-05-28 21:02:40.276062
Shelly EM,kWh,Disjuntor Geral 5432,Quadro de Energia,Consumo de Energia,0.9592,2025-05-28 21:03:40.276062
Shelly EM,kWh,Disjuntor Geral 9897,Quadro de Energia,Consumo de Energia,0.98243,2025-05-28 21:04:40.276062
Shelly EM,kWh,Disjuntor Geral 4037,Quadro de Energia,Consumo de Energia,0.95591,2025-05-28 21:05:40.276062
Shelly EM,kWh,Disjuntor Geral 5755,Quadro de Energia,Consumo de Energia,1.01742,2025-05-28 21:06:40.276062
Shelly EM,kWh,Disjuntor Geral 7931,Quadro de Energia,Consumo de Energia,1.00136,2025-05-28 21:07:40.276062
Shelly EM,kWh,Disjuntor Geral 8629,Quadro de Energia,Consumo de Energia,0.96339,2025-05-28 21:08:40.276062
Shelly EM,kWh,Disjuntor Geral 5751,Quadro de Energia,Consumo de Energia,1.02175,2025-05-28 21:09:40.276062
Shelly EM,kWh,Disjuntor Geral 2030,Quadro de Energia,Consumo de Energia,1.00071,2025-05-28 21:10:40.276062
Shelly EM,kWh,Disjuntor Geral 7187,Quadro de Energia,Consumo de Energia,0.98384,2025-05-28 21:11:40.276062
Shelly EM,kWh,Disjuntor Geral 3087,Quadro de Energia,Consumo de Energia,0.97602,2025-05-28 21:12:40.276062
Shelly EM,kWh,Disjuntor Geral 8189,Quadro de Energia,Consumo de Energia,1.03092,2025-05-28 21:13:40.276062
Shelly EM,kWh,Disjuntor Geral 0472,Quadro de Energia,Consumo de Energia,0.97934,2025-05-28 21:14:40.276062
Shelly EM,kWh,Disjuntor Geral 2353,Quadro de Energia,Consumo de Energia,1.0106,2025-05-28 21:15:40.276062
Shelly EM,kWh,Disjuntor Geral 1012,Quadro de Energia,Consumo de Energia,0.96179,2025-05-28 21:16:40.276062
Shelly EM,kWh,Disjuntor Geral 7290,Quadro de Energia,Consumo de Energia,1.07884,2025-05-28 21:17:40.276062
Shelly EM,kWh,Disjuntor Geral 1240,Quadro de Energia,Consumo de Energia,0.94854,2025-05-28 21:18:40.276062
Shelly EM,kWh,Disjuntor Geral 7496,Quadro de Energia,Consumo de Energia,1.06967,2025-05-28 21:19:40.276062
Shelly EM,kWh,Disjuntor Geral 4137,Quadro de Energia,Consumo de Energia,1.13411,2025-05-28 21:20:40.276062
Shelly EM,kWh,Disjuntor Geral 3837,Quadro de Energia,Consumo de Energia,0.93554,2025-05-28 21:21:40.276062
Shelly EM,kWh,Disjuntor Geral 8980,Quadro de Energia,Consumo de Energia,0.94031,2025-05-28 21:22:40.276062
Shelly EM,kWh,Disjuntor Geral 2178,Quadro de Energia,Consumo de Energia,1.03262,2025-05-28 21:23:40.276062
Shelly EM,kWh,Disjuntor Geral 7052,Quadro de Energia,Consumo de Energia,0.99112,2025-05-28 21:24:40.276062
Shelly EM,kWh,Disjuntor Geral 7502,Quadro de Energia,Consumo de Energia,1.05488,2025-05-28 21:25:40.276062
Shelly EM,kWh,Disjuntor Geral 8586,Quadro de Energia,Consumo de Energia,0.9544,2025-05-28 21:26:40.276062
Shelly EM,kWh,Disjuntor Geral 6162,Quadro de Energia,Consumo de Energia,1.0443,2025-05-28 21:27:40.276062
Shelly EM,kWh,Disjuntor Geral 6486,Quadro de Energia,Consumo de Energia,1.00377,2025-05-28 21:28:40.276062
Shelly EM,kWh,Disjuntor Geral 0175,Quadro de Energia,Consumo de Energia,0.97492,2025-05-28 21:29:40.276062
Shelly EM,kWh,Disjuntor Geral 9225,Quadro de Energia,Consumo de Energia,1.00736,2025-05-28 21:30:40.276062
Shelly EM,kWh,Disjuntor Geral 8215,Quadro de Energia,Consumo de Energia,0.97786,2025-05-28 21:31:40.276062
Shelly EM,kWh,Disjuntor Geral 4345,Quadro de Energia,Consumo de Energia,0.9775,2025-05-28 21:32:40.276062
Shelly EM,kWh,Disjuntor Geral 0522,Quadro de Energia,Consumo de Energia,0.99255,2025-05-28 21:33:40.276062
Shelly EM,kWh,Disjuntor Geral 4979,Quadro de Energia,Consumo de Energia,1.04894,2025-05-28 21:34:40.276062
Shelly EM,kWh,Disjuntor Geral 9393,Quadro de Energia,Consumo de Energia,0.96658,2025-05-28 21:35:40.276062
Shelly EM,kWh,Disjuntor Geral 3876,Quadro de Energia,Consumo de Energia,0.95604,2025-05-28 21:36:40.276062
Shelly EM,kWh,Disjuntor Geral 2461,Quadro de Energia,Consumo de Energia,0.9379,2025-05-28 21:37:40.276062
Shelly EM,kWh,Disjuntor Geral 2965,Quadro de Energia,Consumo de Energia,1.07005,2025-05-28 21:38:40.276062
Shelly EM,kWh,Disjuntor Geral 5709,Quadro de Energia,Consumo de Energia,1.03472,2025-05-28 21:39:40.276062
Shelly EM,kWh,Disjuntor Geral 3169,Quadro de Energia,Consumo de Energia,0.9615,2025-05-28 21:40:40.276062
Shelly EM,kWh,Disjuntor Geral 6786,Quadro de Energia,Consumo de Energia,1.0322,2025-05-28 21:41:40.276062
Shelly EM,kWh,Disjuntor Geral 3362,Quadro de Energia,Consumo de Energia,1.02821,2025-05-28 21:42:40.276062
Shelly EM,kWh,Disjuntor Geral 5399,Quadro de Energia,Consumo de Energia,0.93172,2025-05-28 21:43:40.276062
Shelly EM,kWh,Disjuntor Geral 1011,Quadro de Energia,Consumo de Energia,0.99605,2025-05-28 21:44:40.276062
Shelly EM,kWh,Disjuntor Geral 4681,Quadro de Energia,Consumo de Energia,1.02915,2025-05-28 21:45:40.276062
Shelly EM,kWh,Disjuntor Geral 6008,Quadro de Energia,Consumo de Energia,0.90691,2025-05-28 21:46:40.276062
Shelly EM,kWh,Disjuntor Geral 2340,Quadro de Energia,Consumo de Energia,0.96867,2025-05-28 21:47:40.276062
Shelly EM,kWh,Disjuntor Geral 6000,Quadro de Energia,Consumo de Energia,1.03028,2025-05-28 21:48:40.276062
Shelly EM,kWh,Disjuntor Geral 1373,Quadro de Energia,Consumo de Energia,0.9351,2025-05-28 21:49:40.276062
Shelly EM,kWh,Disjuntor Geral 4976,Quadro de Energia,Consumo de Energia,0.95087,2025-05-28 21:50:40.276062
Shelly EM,kWh,Disjuntor Geral 1024,Quadro de Energia,Consumo de Energia,0.96687,2025-05-28 21:51:40.276062
Shelly EM,kWh,Disjuntor Geral 7275,Quadro de Energia,Consumo de Energia,0.99232,2025-05-28 21:52:40.276062
Shelly EM,kWh,Disjuntor Geral 5546,Quadro de Energia,Consumo de Energia,1.09896,2025-05-28 21:53:40.276062
Shelly EM,kWh,Disjuntor Geral 8666,Quadro de Energia,Consumo de Energia,0.9017,2025-05-28 21:54:40.276062
Shelly EM,kWh,Disjuntor Geral 0730,Quadro de Energia,Consumo de Energia,1.04159,2025-05-28 21:55:40.276062
Shelly EM,kWh,Disjuntor Geral 5490,Quadro de Energia,Consumo de Energia,0.96888,2025-05-28 21:56:40.276062
Shelly EM,kWh,Disjuntor Geral 7202,Quadro de Energia,Consumo de Energia,1.04484,2025-05-28 21:57:40.276062
Shelly EM,kWh,Disjuntor Geral 4788,Quadro de Energia,Consumo de Energia,1.02587,2025-05-28 21:58:40.276062
Shelly EM,kWh,Disjuntor Geral 8984,Quadro de Energia,Consumo de Energia,1.02367,2025-05-28 21:59:40.276062
Shelly EM,kWh,Disjuntor Geral 7949,Quadro de Energia,Consumo de Energia,1.07023,2025-05-28 22:00:40.276062
Shelly EM,kWh,Disjuntor Geral 2243,Quadro de Energia,Consumo de Energia,1.01557,2025-05-28 22:01:40.276062
Shelly EM,kWh,Disjuntor Geral 2778,Quadro de Energia,Consumo de Energia,0.92579,2025-05-28 22:02:40.276062
Shelly EM,kWh,Disjuntor Geral 9423,Quadro de Energia,Consumo de Energia,0.89863,2025-05-28 22:03:40.276062
Shelly EM,kWh,Disjuntor Geral 2315,Quadro de Energia,Consumo de Energia,0.93266,2025-05-28 22:04:40.276062
Shelly EM,kWh,Disjuntor Geral 9744,Quadro de Energia,Consumo de Energia,0.94996,2025-05-28 22:05:40.276062
Shelly EM,kWh,Disjuntor Geral 8484,Quadro de Energia,Consumo de Energia,0.96568,2025-05-28 22:06:40.276062
Shelly EM,kWh,Disjuntor Geral 9427,Quadro de Energia,Consumo de Energia,0.94577,2025-05-28 22:07:40.276062
Shelly EM,kWh,Disjuntor Geral 1449,Quadro de Energia,Consumo de Energia,0.96514,2025-05-28 22:08:40.276062
Shelly EM,kWh,Disjuntor Geral 7577,Quadro de Energia,Consumo de Energia,0.97336,2025-05-28 22:09:40.276062
Shelly EM,kWh,Disjuntor Geral 2054,Quadro de Energia,Consumo de Energia,0.97971,2025-05-28 22:10:40.276062
Shelly EM,kWh,Disjuntor Geral 5414,Quadro de Energia,Consumo de Energia,0.99239,2025-05-28 22:11:40.276062
Shelly EM,kWh,Disjuntor Geral 8561,Quadro de Energia,Consumo de Energia,0.94838,2025-05-28 22:12:40.276062
Shelly EM,kWh,Disjuntor Geral 3228,Quadro de Energia,Consumo de Energia,1.00269,2025-05-28 22:13:40.276062
Shelly EM,kWh,Disjuntor Geral 7026,Quadro de Energia,Consumo de Energia,1.05369,2025-05-28 22:14:40.276062
Shelly EM,kWh,Disjuntor Geral 9678,Quadro de Energia,Consumo de Energia,0.92579,2025-05-28 22:15:40.276062
Shelly EM,kWh,Disjuntor Geral 6197,Quadro de Energia,Consumo de Energia,0.98495,2025-05-28 22:16:40.276062
Shelly EM,kWh,Disjuntor Geral 5265,Quadro de Energia,Consumo de Energia,1.05066,2025-05-28 22:17:40.276062
Shelly EM,kWh,Disjuntor Geral 2039,Quadro de Energia,Consumo de Energia,0.98313,2025-05-28 22:18:40.276062
Shelly EM,kWh,Disjuntor Geral 8568,Quadro de Energia,Consumo de Energia,1.03404,2025-05-28 22:19:40.276062
Shelly EM,kWh,Disjuntor Geral 2835,Quadro de Energia,Consumo de Energia,1.04473,2025-05-28 22:20:40.276062
Shelly EM,kWh,Disjuntor Geral 8371,Quadro de Energia,Consumo de Energia,1.00146,2025-05-28 22:21:40.276062
Shelly EM,kWh,Disjuntor Geral 6682,Quadro de Energia,Consumo de Energia,0.97614,2025-05-28 22:22:40.276062
Shelly EM,kWh,Disjuntor Geral 7743,Quadro de Energia,Consumo de Energia,0.98976,2025-05-28 22:23:40.276062
Shelly EM,kWh,Disjuntor Geral 3049,Quadro de Energia,Consumo de Energia,0.94513,2025-05-28 22:24:40.276062
Shelly EM,kWh,Disjuntor Geral 6874,Quadro de Energia,Consumo de Energia,1.012,2025-05-28 22:25:40.276062
Shelly EM,kWh,Disjuntor Geral 3037,Quadro de Energia,Consumo de Energia,1.06345,2025-05-28 22:26:40.276062
Shelly EM,kWh,Disjuntor Geral 2849,Quadro de Energia,Consumo de Energia,1.0186,2025-05-28 22:27:40.276062
Shelly EM,kWh,Disjuntor Geral 8087,Quadro de Energia,Consumo de Energia,1.01044,2025-05-28 22:28:40.276062
Shelly EM,kWh,Disjuntor Geral 3424,Quadro de Energia,Consumo de Energia,1.01919,2025-05-28 22:29:40.276062
Shelly EM,kWh,Disjuntor Geral 0227,Quadro de Energia,Consumo de Energia,0.92304,2025-05-28 22:30:40.276062
Shelly EM,kWh,Disjuntor Geral 3951,Quadro de Energia,Consumo de Energia,0.98299,2025-05-28 22:31:40.276062
Shelly EM,kWh,Disjuntor Geral 8946,Quadro de Energia,Consumo de Energia,1.05147,2025-05-28 22:32:40.276062
Shelly EM,kWh,Disjuntor Geral 5068,Quadro de Energia,Consumo de Energia,1.00812,2025-05-28 22:33:40.276062
Shelly EM,kWh,Disjuntor Geral 7914,Quadro de Energia,Consumo de Energia,1.03246,2025-05-28 22:34:40.276062
Shelly EM,kWh,Disjuntor Geral 4645,Quadro de Energia,Consumo de Energia,1.01561,2025-05-28 22:35:40.276062
Shelly EM,kWh,Disjuntor Geral 4584,Quadro de Energia,Consumo de Energia,0.98257,2025-05-28 22:36:40.276062
Shelly EM,kWh,Disjuntor Geral 2711,Quadro de Energia,Consumo de Energia,0.90805,2025-05-28 22:37:40.276062
Shelly EM,kWh,Disjuntor Geral 7364,Quadro de Energia,Consumo de Energia,1.06251,2025-05-28 22:38:40.276062
Shelly EM,kWh,Disjuntor Geral 7267,Quadro de Energia,Consumo de Energia,0.9676,2025-05-28 22:39:40.276062
Shelly EM,kWh,Disjuntor Geral 0822,Quadro de Energia,Consumo de Energia,1.04376,2025-05-28 22:40:40.276062
Shelly EM,kWh,Disjuntor Geral 0534,Quadro de Energia,Consumo de Energia,1.07849,2025-05-28 22:41:40.276062
Shelly EM,kWh,Disjuntor Geral 3244,Quadro de Energia,Consumo de Energia,0.97274,2025-05-28 22:42:40.276062
Shelly EM,kWh,Disjuntor Geral 5429,Quadro de Energia,Consumo de Energia,1.00595,2025-05-28 22:43:40.276062
Shelly EM,kWh,Disjuntor Geral 9511,Quadro de Energia,Consumo de Energia,0.96042,2025-05-28 22:44:40.276062
Shelly EM,kWh,Disjuntor Geral 9990,Quadro de Energia,Consumo de Energia,0.96736,2025-05-28 22:45:40.276062
Shelly EM,kWh,Disjuntor Geral 7507,Quadro de Energia,Consumo de Energia,0.9203,2025-05-28 22:46:40.276062
Shelly EM,kWh,Disjuntor Geral 1740,Quadro de Energia,Consumo de Energia,0.96284,2025-05-28 22:47:40.276062
Shelly EM,kWh,Disjuntor Geral 5287,Quadro de Energia,Consumo de Energia,0.98771,2025-05-28 22:48:40.276062
Shelly EM,kWh,Disjuntor Geral 2577,Quadro de Energia,Consumo de Energia,0.93818,2025-05-28 22:49:40.276062
Shelly EM,kWh,Disjuntor Geral 5874,Quadro de Energia,Consumo de Energia,1.05717,2025-05-28 22:50:40.276062
Shelly EM,kWh,Disjuntor Geral 7659,Quadro de Energia,Consumo de Energia,1.02739,2025-05-28 22:51:40.276062
Shelly EM,kWh,Disjuntor Geral 0063,Quadro de Energia,Consumo de Energia,1.03905,2025-05-28 22:52:40.276062
Shelly EM,kWh,Disjuntor Geral 6433,Quadro de Energia,Consumo de Energia,1.05887,2025-05-28 22:53:40.276062
Shelly EM,kWh,Disjuntor Geral 7546,Quadro de Energia,Consumo de Energia,0.99982,2025-05-28 22:54:40.276062
Shelly EM,kWh,Disjuntor Geral 6875,Quadro de Energia,Consumo de Energia,1.00919,2025-05-28 22:55:40.276062
Shelly EM,kWh,Disjuntor Geral 6794,Quadro de Energia,Consumo de Energia,1.06698,2025-05-28 22:56:40.276062
Shelly EM,kWh,Disjuntor Geral 6072,Quadro de Energia,Consumo de Energia,0.95107,2025-05-28 22:57:40.276062
Shelly EM,kWh,Disjuntor Geral 1174,Quadro de Energia,Consumo de Energia,0.99042,2025-05-28 22:58:40.276062
Shelly EM,kWh,Disjuntor Geral 2007,Quadro de Energia,Consumo de Energia,0.9382,2025-05-28 22:59:40.276062
Shelly EM,kWh,Disjuntor Geral 8612,Quadro de Energia,Consumo de Energia,0.98248,2025-05-28 23:00:40.276062
Shelly EM,kWh,Disjuntor Geral 5743,Quadro de Energia,Consumo de Energia,0.94269,2025-05-28 23:01:40.276062
Shelly EM,kWh,Disjuntor Geral 9569,Quadro de Energia,Consumo de Energia,1.0064,2025-05-28 23:02:40.276062
Shelly EM,kWh,Disjuntor Geral 5958,Quadro de Energia,Consumo de Energia,0.93813,2025-05-28 23:03:40.276062
Shelly EM,kWh,Disjuntor Geral 0790,Quadro de Energia,Consumo de Energia,0.95594,2025-05-28 23:04:40.276062
Shelly EM,kWh,Disjuntor Geral 7761,Quadro de Energia,Consumo de Energia,0.93275,2025-05-28 23:05:40.276062
Shelly EM,kWh,Disjuntor Geral 4810,Quadro de Energia,Consumo de Energia,1.04851,2025-05-28 23:06:40.276062
Shelly EM,kWh,Disjuntor Geral 3118,Quadro de Energia,Consumo de Energia,1.11703,2025-05-28 23:07:40.276062
Shelly EM,kWh,Disjuntor Geral 5684,Quadro de Energia,Consumo de Energia,1.03072,2025-05-28 23:08:40.276062
Shelly EM,kWh,Disjuntor Geral 1778,Quadro de Energia,Consumo de Energia,1.01449,2025-05-28 23:09:40.276062
Shelly EM,kWh,Disjuntor Geral 5320,Quadro de Energia,Consumo de Energia,0.96784,2025-05-28 23:10:40.276062
Shelly EM,kWh,Disjuntor Geral 8406,Quadro de Energia,Consumo de Energia,0.89664,2025-05-28 23:11:40.276062
Shelly EM,kWh,Disjuntor Geral 3680,Quadro de Energia,Consumo de Energia,1.04139,2025-05-28 23:12:40.276062
Shelly EM,kWh,Disjuntor Geral 5440,Quadro de Energia,Consumo de Energia,0.96788,2025-05-28 23:13:40.276062
Shelly EM,kWh,Disjuntor Geral 2326,Quadro de Energia,Consumo de Energia,0.98555,2025-05-28 23:14:40.276062
Shelly EM,kWh,Disjuntor Geral 0832,Quadro de Energia,Consumo de Energia,0.95335,2025-05-28 23:15:40.276062
Shelly EM,kWh,Disjuntor Geral 3948,Quadro de Energia,Consumo de Energia,0.90508,2025-05-28 23:16:40.276062
Shelly EM,kWh,Disjuntor Geral 3772,Quadro de Energia,Consumo de Energia,0.95109,2025-05-28 23:17:40.276062
Shelly EM,kWh,Disjuntor Geral 7090,Quadro de Energia,Consumo de Energia,0.9349,2025-05-28 23:18:40.276062
Shelly EM,kWh,Disjuntor Geral 3070,Quadro de Energia,Consumo de Energia,0.99878,2025-05-28 23:19:40.276062
Shelly EM,kWh,Disjuntor Geral 8157,Quadro de Energia,Consumo de Energia,0.99472,2025-05-28 23:20:40.276062
Shelly EM,kWh,Disjuntor Geral 5746,Quadro de Energia,Consumo de Energia,0.99237,2025-05-28 23:21:40.276062
Shelly EM,kWh,Disjuntor Geral 2300,Quadro de Energia,Consumo de Energia,0.90534,2025-05-28 23:22:40.276062
Shelly EM,kWh,Disjuntor Geral 4801,Quadro de Energia,Consumo de Energia,0.93351,2025-05-28 23:23:40.276062
Shelly EM,kWh,Disjuntor Geral 4355,Quadro de Energia,Consumo de Energia,1.03512,2025-05-28 23:24:40.276062
Shelly EM,kWh,Disjuntor Geral 2098,Quadro de Energia,Consumo de Energia,1.07408,2025-05-28 23:25:40.276062
Shelly EM,kWh,Disjuntor Geral 4118,Quadro de Energia,Consumo de Energia,1.00402,2025-05-28 23:26:40.276062
Shelly EM,kWh,Disjuntor Geral 0917,Quadro de Energia,Consumo de Energia,1.01115,2025-05-28 23:27:40.276062
Shelly EM,kWh,Disjuntor Geral 1893,Quadro de Energia,Consumo de Energia,1.01388,2025-05-28 23:28:40.276062
Shelly EM,kWh,Disjuntor Geral 9551,Quadro de Energia,Consumo de Energia,0.93765,2025-05-28 23:29:40.276062
Shelly EM,kWh,Disjuntor Geral 9236,Quadro de Energia,Consumo de Energia,0.97196,2025-05-28 23:30:40.276062
Shelly EM,kWh,Disjuntor Geral 2970,Quadro de Energia,Consumo de Energia,0.98277,2025-05-28 23:31:40.276062
Shelly EM,kWh,Disjuntor Geral 7749,Quadro de Energia,Consumo de Energia,1.07544,2025-05-28 23:32:40.276062
Shelly EM,kWh,Disjuntor Geral 6923,Quadro de Energia,Consumo de Energia,0.97098,2025-05-28 23:33:40.276062
Shelly EM,kWh,Disjuntor Geral 8289,Quadro de Energia,Consumo de Energia,0.96521,2025-05-28 23:34:40.276062
Shelly EM,kWh,Disjuntor Geral 2211,Quadro de Energia,Consumo de Energia,0.97863,2025-05-28 23:35:40.276062
Shelly EM,kWh,Disjuntor Geral 4367,Quadro de Energia,Consumo de Energia,0.99754,2025-05-28 23:36:40.276062
Shelly EM,kWh,Disjuntor Geral 7981,Quadro de Energia,Consumo de Energia,0.94049,2025-05-28 23:37:40.276062
Shelly EM,kWh,Disjuntor Geral 3974,Quadro de Energia,Consumo de Energia,0.94146,2025-05-28 23:38:40.276062
Shelly EM,kWh,Disjuntor Geral 7603,Quadro de Energia,Consumo de Energia,1.02486,2025-05-28 23:39:40.276062
Shelly EM,kWh,Disjuntor Geral 7705,Quadro de Energia,Consumo de Energia,1.05882,2025-05-28 23:40:40.276062
Shelly EM,kWh,Disjuntor Geral 9859,Quadro de Energia,Consumo de Energia,0.97241,2025-05-28 23:41:40.276062
Shelly EM,kWh,Disjuntor Geral 4517,Quadro de Energia,Consumo de Energia,0.86711,2025-05-28 23:42:40.276062
Shelly EM,kWh,Disjuntor Geral 9850,Quadro de Energia,Consumo de Energia,1.10688,2025-05-28 23:43:40.276062
Shelly EM,kWh,Disjuntor Geral 7962,Quadro de Energia,Consumo de Energia,1.02845,2025-05-28 23:44:40.276062
Shelly EM,kWh,Disjuntor Geral 6320,Quadro de Energia,Consumo de Energia,0.97466,2025-05-28 23:45:40.276062
Shelly EM,kWh,Disjuntor Geral 2052,Quadro de Energia,Consumo de Energia,1.0113,2025-05-28 23:46:40.276062
Shelly EM,kWh,Disjuntor Geral 4245,Quadro de Energia,Consumo de Energia,0.97784,2025-05-28 23:47:40.276062
Shelly EM,kWh,Disjuntor Geral 6391,Quadro de Energia,Consumo de Energia,0.92001,2025-05-28 23:48:40.276062
Shelly EM,kWh,Disjuntor Geral 0597,Quadro de Energia,Consumo de Energia,1.04302,2025-05-28 23:49:40.276062
Shelly EM,kWh,Disjuntor Geral 5325,Quadro de Energia,Consumo de Energia,1.02919,2025-05-28 23:50:40.276062
Shelly EM,kWh,Disjuntor Geral 2368,Quadro de Energia,Consumo de Energia,1.08989,2025-05-28 23:51:40.276062
